source,target,weight
K00031,K00407,0.8245614035087718
K00031,K00410,0.8059855521155831
K00031,K00411,0.8039215686274509
K00031,K00412,0.8679050567595459
K00031,K00413,0.7853457172342622
K00031,K00426,-0.6264189886480908
K00031,K00457,0.8534571723426212
K00031,K00527,0.7609706744606266
K00031,K00529,0.7894736842105263
K00031,K00532,-0.6800825593395253
K00031,K00533,-0.8307533539731682
K00031,K00568,0.7069143446852425
K00031,K00595,-0.7296181630546955
K00031,K00626,0.9050567595459237
K00031,K00627,0.8369453044375645
K00031,K00681,0.9380804953560371
K00031,K00797,0.9112487100103198
K00031,K00799,0.9071207430340558
K00031,K00822,0.8596491228070176
K00031,K00830,0.7585139318885449
K00031,K00990,0.7956656346749225
K00031,K00992,0.9112487100103198
K00031,K01011,0.9298245614035088
K00031,K01034,-0.7502579979360166
K00031,K01035,-0.7192982456140351
K00031,K01141,0.7750257997936018
K00031,K01142,0.8183694530443757
K00031,K01151,-0.7708978328173374
K00031,K01160,-0.6243550051599587
K00031,K01255,0.7812177502579979
K00031,K01256,0.9215686274509803
K00031,K01581,0.8224974200206397
K00031,K01595,0.9091847265221877
K00031,K01596,0.9566563467492261
K00031,K01610,0.7440660474716203
K00031,K01643,-0.7791537667698658
K00031,K01646,-0.7420020639834881
K00031,K01669,0.8513931888544891
K00031,K01801,0.696594427244582
K00031,K01816,0.8452012383900928
K00031,K01910,-0.7708978328173374
K00031,K01915,0.6718266253869969
K00031,K01919,0.8348813209494325
K00031,K01920,0.7770897832817338
K00031,K01924,0.6388028895768835
K00031,K01928,0.6222910216718266
K00031,K02040,0.7543859649122806
K00031,K02106,-0.6759545923632612
K00031,K02164,0.8864809081527348
K00031,K02188,-0.739938080495356
K00031,K02191,-0.8286893704850361
K00031,K02192,0.6904024767801857
K00031,K02229,0.8307533539731682
K00031,K02259,0.8183694530443757
K00031,K02302,0.6697626418988648
K00031,K02305,0.9195046439628484
K00031,K02313,0.7110423116615068
K00031,K02337,0.8968008255933952
K00031,K02339,0.7812177502579979
K00031,K02402,0.6904024767801857
K00031,K02403,0.6883384932920537
